,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
3657,Blues,0.633300296517,0.646064222408,0.647801310911,0.587794736035,0,0,0,0,1,0,0,0,1.0,0.0
3658,Blues,0.638881077354,0.645421232089,0.648802105663,0.562388533756,0,1,0,0,0,0,0,0,1.0,0.0
3659,Reds,0.605457428584,0.651573061296,0.666894398827,0.556399384663,0,0,0,0,1,0,0,0,1.0,0.0
3660,Yellows,0.603224193558,0.636378374036,0.648378180113,0.563587717858,0,0,0,0,1,0,0,0,1.0,0.0
3661,Reds,0.634581693606,0.655550154242,0.651486081594,0.576836103559,0,1,0,0,0,0,0,0,1.0,0.0
3662,Greys,0.611839106397,0.640650163631,0.659949631095,0.534871220749,0,0,1,0,0,0,0,0,1.0,0.0
3663,Yellows,0.602776480363,0.634889706477,0.642576288594,0.561585954468,0,0,0,0,1,0,0,0,1.0,0.0
3664,Yellows,0.626073185167,0.644162591192,0.672514710985,0.538363613097,0,1,0,0,0,0,0,0,1.0,0.0
3665,Yellows,0.609506328978,0.651568436392,0.646985516497,0.59779541305,0,0,1,0,0,0,0,0,1.0,0.0
3666,Browns,0.586559140609,0.0,0.505921455912,0.626751330895,0,0,1,0,0,0,0,0,0.0,0.0
3667,Oranges,0.58905520242,0.625928152636,0.660124073699,0.541695270538,1,0,0,0,0,0,0,0,1.0,0.0
3668,Yellows,0.599956806979,0.636206731646,0.646249814344,0.561022624532,0,1,0,0,0,0,0,0,1.0,0.0
3669,Yellows,0.640531319403,0.637712202624,0.66759233327,0.571437245418,1,0,0,0,0,0,0,0,1.0,0.0
3670,Reds,0.591434029006,0.656332452455,0.672403713751,0.601261284965,0,1,0,0,0,0,0,0,1.0,0.0
3671,Whites,0.597246880086,0.68126661562,0.667963136828,0.546712139046,0,0,0,1,0,0,0,0,1.0,1.0
3672,Yellows,0.598835740456,0.628239048359,0.641422296243,0.609110933256,0,0,1,0,0,0,0,0,1.0,0.0
3673,Yellows,0.633150907831,0.639761197116,0.664620885067,0.555741929005,0,0,1,0,0,0,0,0,1.0,0.0
3674,Yellows,0.613628380558,0.643938586751,0.666038786291,0.527890691396,0,1,0,0,0,0,0,0,1.0,0.0
3675,Browns,0.570724552089,0.631858840477,0.602280228575,0.658101889664,0,0,0,0,0,0,0,1,0.0,0.0
3676,Blues,0.645024132298,0.647979587894,0.655933761779,0.526225166376,0,0,0,0,0,0,0,1,1.0,0.0
3677,Blues,0.603151700249,0.634189037956,0.635602361074,0.511442897859,1,0,0,0,0,0,0,0,1.0,0.0
3678,Yellows,0.575633950419,0.628270989966,0.633581185709,0.537706634829,1,0,0,0,0,0,0,0,1.0,0.0
3679,Blues,0.606784369094,0.640991869972,0.648263133347,0.562777442475,0,0,0,0,0,0,0,1,1.0,0.0
3680,Reds,0.59633396435,0.66121401304,0.671574597965,0.558133408287,0,0,1,0,0,0,0,0,1.0,0.0
3681,Greys,0.610591580123,0.640815088394,0.663581860162,0.558992138593,0,0,1,0,0,0,0,0,1.0,0.0
3682,Oranges,0.672500564428,0.676187776138,0.651443972918,0.570252122962,0,0,1,0,0,0,0,0,1.0,0.0
3683,Oranges,0.670205237947,0.675076512245,0.654182011253,0.535845471958,0,0,0,0,1,0,0,0,1.0,0.0
3684,Blues,0.639397289081,0.64465512046,0.649004311652,0.516164620555,0,1,0,0,0,0,0,0,1.0,0.0
3685,Blues,0.640448298991,0.643496576997,0.652649633115,0.518923545765,0,0,0,0,0,0,0,1,1.0,0.0
3686,Yellows,0.600127131636,0.638413352484,0.632047355139,0.511019512782,0,1,0,0,0,0,0,0,1.0,0.0
3687,Blues,0.600560758086,0.634669235384,0.632877505294,0.506313813282,0,0,0,0,0,0,0,1,1.0,0.0
3688,Greys,0.64681719064,0.645414168214,0.647971229327,0.554641404232,0,0,0,0,1,0,0,0,1.0,0.0
3689,Oranges,0.609276427283,0.632986723079,0.661310243508,0.555785237092,0,0,0,0,0,0,0,1,1.0,0.0
3690,Yellows,0.608327996299,0.626590047657,0.667246054484,0.59193650349,0,0,0,0,0,0,0,1,1.0,0.0
3691,Oranges,0.666721253694,0.672409262706,0.657827799017,0.605929533206,0,0,0,0,0,0,0,1,1.0,0.0
3692,Greys,0.617816973257,0.64320772471,0.662477736576,0.599357811414,0,0,0,0,1,0,0,0,1.0,0.0
3693,Whites,0.67076037375,0.675597144864,0.689879752637,0.544658728073,0,0,0,0,0,1,0,0,1.0,1.0
3694,Browns,0.663173270291,0.592692058419,0.635386865549,0.639660236323,0,0,0,0,0,0,0,1,0.0,0.0
3695,Greys,0.603209525534,0.632610088205,0.658614819903,0.594864994152,0,0,1,0,0,0,0,0,1.0,0.0
3696,Yellows,0.597635982657,0.633342315522,0.635045691891,0.511293448335,1,0,0,0,0,0,0,0,1.0,0.0
3697,Blues,0.600396196841,0.63449628356,0.640469065735,0.573046662404,0,1,0,0,0,0,0,0,1.0,0.0
3698,Greys,0.643650652238,0.637359144286,0.646787558585,0.594195073039,1,0,0,0,0,0,0,0,1.0,0.0
3699,Oranges,0.609072320474,0.641905177585,0.664299782185,0.584135938924,0,0,1,0,0,0,0,0,1.0,0.0
3700,Blues,0.637671080316,0.646672881502,0.648917661109,0.572073236988,0,0,0,0,1,0,0,0,1.0,0.0
3701,Oranges,0.607391227924,0.629876953506,0.664499183386,0.548032993487,0,1,0,0,0,0,0,0,1.0,0.0
3702,Yellows,0.605698722291,0.632713786865,0.64230508928,0.599459863977,0,0,1,0,0,0,0,0,1.0,0.0
3703,Browns,0.645550523672,0.54048974689,0.668131693708,0.617699405496,0,0,1,0,0,0,0,0,0.0,0.0
3704,Blues,0.603944642617,0.634414528494,0.640694049975,0.557940279599,0,0,0,0,0,0,0,1,1.0,0.0
3705,Blues,0.599805225087,0.632985126132,0.639056361077,0.52439156498,0,1,0,0,0,0,0,0,1.0,0.0
3706,Yellows,0.624109898277,0.643709496449,0.672826419522,0.574358609927,0,0,0,0,1,0,0,0,1.0,0.0
3707,Yellows,0.610811592482,0.64785436855,0.647195585766,0.504294313769,0,0,0,0,0,0,0,1,1.0,0.0
3708,Yellows,0.605018144884,0.634987069319,0.636799333028,0.591516617807,0,0,0,0,0,0,0,1,1.0,0.0
3709,Yellows,0.629808645849,0.627497861419,0.669649379308,0.532229088089,0,0,0,0,1,0,0,0,1.0,0.0
3710,Whites,0.0278937287086,0.683464909639,0.574188001769,0.570830399745,0,0,0,0,0,1,0,0,1.0,1.0
3711,Greys,0.651175877765,0.646540211234,0.65535744121,0.542711285128,0,0,0,0,0,0,0,1,1.0,0.0
3712,Yellows,0.636926571789,0.647904499519,0.678190689526,0.515770453786,0,1,0,0,0,0,0,0,1.0,0.0
3713,Oranges,0.610190613649,0.638049897972,0.664204669425,0.567271590268,0,0,1,0,0,0,0,0,1.0,0.0
3714,Reds,0.640405817976,0.656162372816,0.658999142171,0.507802108039,0,1,0,0,0,0,0,0,1.0,0.0
3715,Yellows,0.595986986543,0.644139268498,0.642200319709,0.560161425978,1,0,0,0,0,0,0,0,1.0,0.0
3716,Pinks,0.655142676292,0.425501036719,0.676141281165,0.51889740714,0,0,0,0,0,0,1,0,1.0,1.0
3717,Yellows,0.608568035334,0.646574608263,0.650945418127,0.536199672724,1,0,0,0,0,0,0,0,1.0,0.0
3718,Greys,0.64624812563,0.643952437567,0.645548550497,0.544916606839,1,0,0,0,0,0,0,0,1.0,0.0
3719,Blues,0.636863795301,0.648067511612,0.649635956017,0.569112879748,1,0,0,0,0,0,0,0,1.0,0.0
3720,Oranges,0.602831894494,0.63331247743,0.657324756352,0.5230730955,0,0,1,0,0,0,0,0,1.0,0.0
3721,Greys,0.648957057552,0.645948937561,0.651064305139,0.540038210841,0,0,1,0,0,0,0,0,1.0,0.0
3722,Greys,0.612527649108,0.635495116883,0.655086344414,0.493168382064,0,1,0,0,0,0,0,0,1.0,0.0
3723,Yellows,0.604955478375,0.64274745873,0.649558951732,0.5198215067,0,0,0,0,0,0,0,1,1.0,0.0
3724,Oranges,0.607140151343,0.640425890671,0.667454461454,0.57985955655,0,1,0,0,0,0,0,0,1.0,0.0
3725,Blues,0.608065232375,0.636615192574,0.636637707831,0.613876240164,0,0,0,0,1,0,0,0,1.0,0.0
3726,Blues,0.633441583474,0.648291380681,0.64833016196,0.561672831877,1,0,0,0,0,0,0,0,1.0,0.0
3727,Yellows,0.609641961287,0.645422578069,0.653107056236,0.584519410043,1,0,0,0,0,0,0,0,1.0,0.0
3728,Yellows,0.616190493485,0.637995744159,0.646919286227,0.502928083368,1,0,0,0,0,0,0,0,1.0,0.0
3729,Yellows,0.601113390933,0.639667381878,0.640437794906,0.573003869305,1,0,0,0,0,0,0,0,1.0,0.0
3730,Reds,0.645284485495,0.652789440041,0.657391680363,0.529999623342,0,1,0,0,0,0,0,0,1.0,0.0
3731,Browns,0.645722216841,0.650168534728,0.640379139232,0.66385104675,1,0,0,0,0,0,0,0,0.0,0.0
3732,Reds,0.599251305051,0.660802379217,0.674274451842,0.593597266281,0,1,0,0,0,0,0,0,1.0,0.0
3733,Pinks,0.63510997625,0.615973852757,0.666705179455,0.589549023105,0,0,0,0,0,0,1,0,1.0,1.0
3734,Blues,0.642931489366,0.649533972042,0.64933043719,0.60146893375,1,0,0,0,0,0,0,0,1.0,0.0
3735,Greys,0.609809221849,0.641985256449,0.657807586097,0.572352489372,0,0,1,0,0,0,0,0,1.0,0.0
3736,Reds,0.597926888199,0.656160633021,0.675544894311,0.511323443835,1,0,0,0,0,0,0,0,1.0,0.0
3737,Whites,0.688860221728,0.689718585814,0.689706389156,0.584898623158,0,0,0,1,0,0,0,0,1.0,1.0
3738,Browns,0.667008678396,0.637961289052,0.638078063185,0.617231126269,0,1,0,0,0,0,0,0,0.0,0.0
3739,Reds,0.603003470348,0.654821753711,0.674569431288,0.517779795593,0,0,1,0,0,0,0,0,1.0,0.0
3740,Pinks,0.518398234434,0.459728265238,0.518680216142,0.551063081171,0,0,0,0,0,0,1,0,1.0,1.0
3741,Yellows,0.601938356668,0.639098618813,0.64033593123,0.577207808461,0,1,0,0,0,0,0,0,1.0,0.0
3742,Greys,0.648772096276,0.638174299949,0.644563645827,0.537238984207,0,1,0,0,0,0,0,0,1.0,0.0
3743,Oranges,0.60596413165,0.639678503192,0.661603482561,0.59698298275,1,0,0,0,0,0,0,0,1.0,0.0
3744,Oranges,0.666982622014,0.671308751677,0.644570463202,0.54560672796,0,0,1,0,0,0,0,0,1.0,0.0
3745,Greys,0.645089539449,0.644401262433,0.650695208396,0.500521758355,0,1,0,0,0,0,0,0,1.0,0.0
3746,Yellows,0.590746480158,0.636487555485,0.649600728436,0.501553654514,0,1,0,0,0,0,0,0,1.0,0.0
3747,Blues,0.596694680043,0.633832758097,0.640008978018,0.570759513248,0,1,0,0,0,0,0,0,1.0,0.0
3748,Yellows,0.628644383964,0.646146184835,0.668585545633,0.544058155832,1,0,0,0,0,0,0,0,1.0,0.0
3749,Pinks,0.67023797251,0.46044792255,0.477379021689,0.503109796266,0,0,0,0,0,0,1,0,1.0,1.0
3750,Yellows,0.633904605562,0.651960594071,0.67193849934,0.612182233913,0,0,0,0,1,0,0,0,1.0,0.0
3751,Yellows,0.623494421445,0.636715513573,0.674494171545,0.595198972925,0,1,0,0,0,0,0,0,1.0,0.0
3752,Greys,0.613510736502,0.638363712286,0.659452855939,0.536262916251,0,0,0,0,0,0,0,1,1.0,0.0
3753,Greys,0.610504082872,0.636239816627,0.656356000244,0.543503525167,1,0,0,0,0,0,0,0,1.0,0.0
3754,Pinks,0.599249804198,0.580731942873,0.660624094267,0.578120894637,0,0,0,0,0,0,1,0,1.0,1.0
3755,Blues,0.642861158846,0.64988469422,0.654061811832,0.531262305869,0,0,1,0,0,0,0,0,1.0,0.0
3756,Greys,0.641972949356,0.638844121503,0.645753991788,0.521648708472,0,1,0,0,0,0,0,0,1.0,0.0
3757,Reds,0.645902243033,0.652337284708,0.65647478877,0.548897291853,1,0,0,0,0,0,0,0,1.0,0.0
3758,Browns,0.534780042632,0.211943072879,0.632804114086,0.621407025989,0,0,1,0,0,0,0,0,0.0,0.0
3759,Whites,0.601446783519,0.623839370477,0.684838424888,0.534007519026,0,0,0,1,0,0,0,0,1.0,1.0
3760,Greys,0.644257664819,0.640574118006,0.649882410678,0.585579765237,0,1,0,0,0,0,0,0,1.0,0.0
3761,Yellows,0.60594314321,0.646108622363,0.650465336104,0.595474300931,0,0,1,0,0,0,0,0,1.0,0.0
3762,Yellows,0.625503177762,0.638861755528,0.672056455425,0.526246480367,0,1,0,0,0,0,0,0,1.0,0.0
3763,Greys,0.608447485539,0.639174491438,0.658636721124,0.565163474775,0,0,1,0,0,0,0,0,1.0,0.0
3764,Greens,0.646279407323,0.578375522664,0.531694906628,0.527946986462,0,0,0,0,0,0,1,0,1.0,1.0
3765,Yellows,0.625619064217,0.640282404187,0.668657904312,0.509783940886,0,0,0,0,0,0,0,1,1.0,0.0
3766,Reds,0.642636331668,0.649015709543,0.655977898368,0.57254118214,1,0,0,0,0,0,0,0,1.0,0.0
3767,Reds,0.603752375061,0.649463657787,0.672208251896,0.539982629466,1,0,0,0,0,0,0,0,1.0,0.0
3768,Greens,0.690189867277,0.685490529805,0.676922898167,0.604218483582,0,0,0,1,0,0,0,0,1.0,1.0
3769,Yellows,0.599670740754,0.639209974519,0.642706674094,0.554192369253,0,0,0,0,1,0,0,0,1.0,0.0
3770,Yellows,0.62746606891,0.637268155928,0.675330787255,0.546756262643,0,0,1,0,0,0,0,0,1.0,0.0
3771,Yellows,0.598332785792,0.636305026641,0.643138735154,0.511112759403,0,0,1,0,0,0,0,0,1.0,0.0
3772,Reds,0.6375225149,0.644344882869,0.652992731909,0.528594471987,0,1,0,0,0,0,0,0,1.0,0.0
3773,Pinks,0.626472380035,0.540546117132,0.665208143948,0.596830192206,0,0,0,0,0,1,0,0,1.0,1.0
3774,Yellows,0.614151249165,0.644017403875,0.652630828186,0.507570903207,1,0,0,0,0,0,0,0,1.0,0.0
3775,Blues,0.637263275182,0.641376001674,0.6466811138,0.58721494323,0,0,0,0,0,0,0,1,1.0,0.0
3776,Yellows,0.590429924635,0.638589813223,0.638699368989,0.571955411527,0,0,0,0,0,0,0,1,1.0,0.0
3777,Blues,0.609901016426,0.639728440551,0.637991440536,0.542921544961,0,1,0,0,0,0,0,0,1.0,0.0
3778,Greens,0.680291832171,0.685851538154,0.671204219036,0.537199383972,0,0,0,0,0,0,1,0,1.0,1.0
3779,Yellows,0.626545569007,0.658977382506,0.657482259351,0.55237112251,0,0,1,0,0,0,0,0,1.0,0.0
3780,Reds,0.638190063968,0.652241917334,0.660780932269,0.550676975109,1,0,0,0,0,0,0,0,1.0,0.0
3781,Reds,0.595781445822,0.653672375466,0.675365958147,0.586295423005,1,0,0,0,0,0,0,0,1.0,0.0
3782,Reds,0.641078446166,0.654143571038,0.653478803669,0.593930910459,0,1,0,0,0,0,0,0,1.0,0.0
3783,Greys,0.609519187278,0.64367492255,0.65948004355,0.561630114844,0,1,0,0,0,0,0,0,1.0,0.0
3784,Yellows,0.612630669534,0.650602612981,0.666025053845,0.555979992656,0,1,0,0,0,0,0,0,1.0,0.0
3785,Blues,0.640729470051,0.646678526777,0.65193636458,0.564113497745,1,0,0,0,0,0,0,0,1.0,0.0
3786,Oranges,0.603215918732,0.630005986066,0.660152562793,0.612215970068,0,0,1,0,0,0,0,0,1.0,0.0
3787,Whites,0.576819768223,0.687790253306,0.682024933704,0.528670170839,0,0,0,0,0,1,0,0,1.0,1.0
3788,Yellows,0.602368725565,0.639283430955,0.646806407889,0.580573317757,1,0,0,0,0,0,0,0,1.0,0.0
3789,Yellows,0.608745986287,0.633688799479,0.638588161875,0.551898347973,0,0,1,0,0,0,0,0,1.0,0.0
3790,Yellows,0.622570047562,0.637108492017,0.662931775149,0.591504127459,0,0,1,0,0,0,0,0,1.0,0.0
3791,Greys,0.613039840979,0.641597127624,0.662053342304,0.556696930471,0,1,0,0,0,0,0,0,1.0,0.0
3792,Oranges,0.670088032526,0.674024169873,0.653575403931,0.591720245211,0,0,1,0,0,0,0,0,1.0,0.0
3793,Blues,0.637799601265,0.64982093771,0.649760243486,0.555903159534,0,0,1,0,0,0,0,0,1.0,0.0
3794,Yellows,0.60995795409,0.641265491227,0.642710985534,0.58880234818,0,0,0,0,0,0,0,1,1.0,0.0
3795,Yellows,0.616412357486,0.643362441425,0.642452993611,0.542050689267,0,1,0,0,0,0,0,0,1.0,0.0
3796,Oranges,0.668229678067,0.678233935546,0.654776910121,0.602196941432,0,0,0,0,0,0,0,1,1.0,0.0
3797,Pinks,0.67086206614,0.650658796625,0.661507077897,0.587496459701,0,0,0,0,0,0,1,0,1.0,1.0
3798,Whites,0.682973222566,0.66246136393,0.689561736802,0.527693143664,0,0,0,1,0,0,0,0,1.0,1.0
3799,Reds,0.647525780088,0.653788003424,0.65787257649,0.53020317077,0,0,0,0,0,0,0,1,1.0,0.0
3800,Whites,0.59060823361,0.631991182684,0.645744881321,0.511493713307,0,0,0,1,0,0,0,0,1.0,1.0
3801,Blues,0.603978617193,0.63244491588,0.639478224771,0.540279125577,0,1,0,0,0,0,0,0,1.0,0.0
3802,Oranges,0.668523506039,0.67316753461,0.649620668911,0.563693670551,1,0,0,0,0,0,0,0,1.0,0.0
3803,Pinks,0.689287264256,0.574284929169,0.661470117218,0.595357976975,0,0,0,0,0,1,0,0,1.0,1.0
3804,Yellows,0.624965244788,0.628685147642,0.664776426328,0.59804167444,0,0,0,0,0,0,0,1,1.0,0.0
3805,Reds,0.60462339962,0.657574453957,0.680408918855,0.55952703801,0,0,1,0,0,0,0,0,1.0,0.0
3806,Browns,0.591880024625,0.631923284835,0.671192502354,0.617071057355,0,0,1,0,0,0,0,0,0.0,0.0
3807,Whites,0.659051838184,0.6783581917,0.668742791899,0.56898629515,0,0,0,1,0,0,0,0,1.0,1.0
3808,Greys,0.60928672117,0.631677542333,0.657208457383,0.528244601536,0,0,0,0,1,0,0,0,1.0,0.0
3809,Greys,0.611802004316,0.63950098393,0.658086091552,0.503014853684,0,1,0,0,0,0,0,0,1.0,0.0
3810,Yellows,0.614696309649,0.638269607224,0.644450591618,0.522636835984,0,0,0,0,1,0,0,0,1.0,0.0
3811,Greys,0.611845987075,0.637869647706,0.656745559158,0.539839197176,0,0,1,0,0,0,0,0,1.0,0.0
3812,Oranges,0.603178644192,0.640056879527,0.663860235951,0.558379199014,0,0,0,0,0,0,0,1,1.0,0.0
3813,Yellows,0.613597511433,0.640050110429,0.645325571811,0.598332929411,0,0,0,0,1,0,0,0,1.0,0.0
3814,Greys,0.606506259017,0.63947924577,0.657364594919,0.550855708936,1,0,0,0,0,0,0,0,1.0,0.0
3815,Greens,0.633542811128,0.681447889196,0.603837619771,0.524940323572,0,0,0,1,0,0,0,0,1.0,1.0
3816,Yellows,0.622572810457,0.65232311041,0.649419979624,0.603629620562,0,0,0,0,1,0,0,0,1.0,0.0
3817,Greys,0.602020769039,0.637992718807,0.655754244941,0.615569208317,0,0,0,0,0,0,0,1,1.0,0.0
3818,Pinks,0.666351221684,0.431771530446,0.609383157526,0.588165716703,0,0,0,0,0,0,1,0,1.0,1.0
3819,Yellows,0.601862135007,0.646689814412,0.647248944875,0.556097839859,0,0,0,0,1,0,0,0,1.0,0.0
3820,Reds,0.596880983804,0.654102274233,0.671263815166,0.544923701899,0,0,0,0,1,0,0,0,1.0,0.0
3821,Greens,0.67346427963,0.682989290957,0.62317545312,0.603083447512,0,0,0,1,0,0,0,0,1.0,1.0
3822,Yellows,0.591301587044,0.635334239069,0.642687057353,0.56207750541,0,0,1,0,0,0,0,0,1.0,0.0
3823,Yellows,0.602776156161,0.646342753573,0.644544351167,0.517867079989,0,0,0,0,0,0,0,1,1.0,0.0
3824,Greys,0.644654186553,0.637260580315,0.645876918232,0.582997475954,0,0,0,0,1,0,0,0,1.0,0.0
3825,Greys,0.612532191613,0.641123833969,0.660759660077,0.571478447497,0,0,0,0,0,0,0,1,1.0,0.0
3826,Yellows,0.635052343104,0.647641052973,0.664659745896,0.523260775258,1,0,0,0,0,0,0,0,1.0,0.0
3827,Greys,0.642587944644,0.638617916454,0.643233378125,0.522120905628,0,0,1,0,0,0,0,0,1.0,0.0
3828,Oranges,0.611473123638,0.633306067305,0.669817538332,0.570456638539,1,0,0,0,0,0,0,0,1.0,0.0
3829,Blues,0.63788555428,0.654731368672,0.651025359822,0.606493630356,0,0,0,0,0,0,0,1,1.0,0.0
3830,Yellows,0.591428055555,0.629132597237,0.640992310833,0.515748402625,0,1,0,0,0,0,0,0,1.0,0.0
3831,Browns,0.61803864863,0.654813392261,0.608010820429,0.66911227284,1,0,0,0,0,0,0,0,0.0,0.0
3832,Yellows,0.60928029158,0.63445829022,0.666614255866,0.589420685608,0,1,0,0,0,0,0,0,1.0,0.0
3833,Greys,0.614235811578,0.638349143006,0.656918636497,0.499583189195,0,0,0,0,0,0,0,1,1.0,0.0
3834,Yellows,0.62634674872,0.635554348517,0.659965332615,0.608717452732,0,1,0,0,0,0,0,0,1.0,0.0
3835,Reds,0.59218562231,0.652843654239,0.67015500929,0.545946185278,0,0,0,0,1,0,0,0,1.0,0.0
3836,Yellows,0.62518759813,0.64317965866,0.67490238216,0.530824953101,0,1,0,0,0,0,0,0,1.0,0.0
3837,Blues,0.605772260787,0.631978205168,0.637050440534,0.528145071192,1,0,0,0,0,0,0,0,1.0,0.0
3838,Yellows,0.591027590972,0.639279488143,0.637753516488,0.519130214253,0,0,1,0,0,0,0,0,1.0,0.0
3839,Blues,0.601447944074,0.634897163218,0.6368600547,0.615677773935,0,0,1,0,0,0,0,0,1.0,0.0
3840,Blues,0.641846652666,0.644955940615,0.650290011122,0.554377827547,0,0,0,0,1,0,0,0,1.0,0.0
3841,Greys,0.61711531982,0.641935146449,0.663006396018,0.614726357582,0,0,1,0,0,0,0,0,1.0,0.0
3842,Reds,0.637142040277,0.647956734963,0.656977313133,0.584709312434,0,1,0,0,0,0,0,0,1.0,0.0
3843,Browns,0.634770201674,0.566402099802,0.601787023303,0.639886931038,0,0,0,0,1,0,0,0,0.0,0.0
3844,Greens,0.688046442271,0.690724723929,0.684341532002,0.614611923866,0,0,0,0,0,0,1,0,1.0,1.0
3845,Blues,0.614468678716,0.643620746975,0.644854426619,0.551216547032,0,1,0,0,0,0,0,0,1.0,0.0
3846,Browns,0.614578341542,0.630540016811,0.622141899665,0.645416843336,0,0,0,0,1,0,0,0,0.0,0.0
3847,Browns,0.60327282543,0.586130208217,0.625318559083,0.640985500899,1,0,0,0,0,0,0,0,0.0,0.0
3848,Yellows,0.602582835758,0.637367091854,0.644635575441,0.542158722859,1,0,0,0,0,0,0,0,1.0,0.0
3849,Oranges,0.670470121176,0.677175451263,0.658233549661,0.570509287782,0,0,0,0,1,0,0,0,1.0,0.0
3850,Yellows,0.612062268487,0.615934648901,0.660487738484,0.607866380941,1,0,0,0,0,0,0,0,1.0,0.0
3851,Yellows,0.601233825252,0.638692353252,0.63955286602,0.537188900104,0,0,0,0,0,0,0,1,1.0,0.0
3852,Blues,0.605681971104,0.635232568214,0.637495268575,0.581180402555,0,0,0,0,0,0,0,1,1.0,0.0
3853,Oranges,0.598142347994,0.630737171775,0.659861912281,0.610137837965,1,0,0,0,0,0,0,0,1.0,0.0
3854,Oranges,0.59140990019,0.629482193192,0.660973735606,0.530134616184,0,0,0,0,1,0,0,0,1.0,0.0
3855,Yellows,0.597517415556,0.640997476287,0.648909987308,0.609857129263,1,0,0,0,0,0,0,0,1.0,0.0
3856,Greens,0.682261440408,0.625415601015,0.561953079704,0.56924527412,0,0,0,1,0,0,0,0,1.0,1.0
3857,Oranges,0.664242160031,0.67228722971,0.653022405983,0.576018842032,0,0,0,0,0,0,0,1,1.0,0.0
3858,Oranges,0.607254264262,0.634621477986,0.660684066504,0.545012291506,0,1,0,0,0,0,0,0,1.0,0.0
3859,Reds,0.586304206021,0.649446610722,0.677486216638,0.539449453709,1,0,0,0,0,0,0,0,1.0,0.0
3860,Pinks,0.660510238808,0.379962872628,0.500202781539,0.527529774038,0,0,0,0,0,0,1,0,1.0,1.0
3861,Reds,0.592931513038,0.657220743852,0.6694564738,0.560745248656,0,1,0,0,0,0,0,0,1.0,0.0
3862,Whites,0.614033333792,0.644187111346,0.6411295213,0.539287240843,0,0,0,0,0,1,0,0,1.0,1.0
3863,Yellows,0.604512658243,0.642295790368,0.645192210756,0.588949988337,0,0,0,0,0,0,0,1,1.0,0.0
3864,Pinks,0.68539910036,0.679418932197,0.689904996619,0.535439395657,0,0,0,0,0,0,1,0,1.0,1.0
3865,Yellows,0.613680944665,0.646813760191,0.636056839071,0.60712363257,0,0,1,0,0,0,0,0,1.0,0.0
3866,Blues,0.599150743851,0.634762859127,0.637898184514,0.554874043346,1,0,0,0,0,0,0,0,1.0,0.0
3867,Reds,0.597942062587,0.656313448947,0.674617247408,0.585179655648,0,0,1,0,0,0,0,0,1.0,0.0
3868,Blues,0.640234312348,0.65207587735,0.649071076172,0.520201561885,0,0,1,0,0,0,0,0,1.0,0.0
3869,Whites,0.562744331327,0.5806603356,0.652348893084,0.574995990568,0,0,0,1,0,0,0,0,1.0,1.0
3870,Blues,0.64259553233,0.642981035141,0.648150862434,0.61386271704,0,0,0,0,1,0,0,0,1.0,0.0
3871,Purples,0.643738349519,0.65966998806,0.640197168491,0.496028246622,1,0,0,0,0,0,0,0,0.0,1.0
3872,Oranges,0.610294898374,0.636834627013,0.665251533381,0.54702275943,0,0,0,0,0,0,0,1,1.0,0.0
3873,Yellows,0.591540163308,0.631859419481,0.633741067644,0.609771575251,0,0,0,0,1,0,0,0,1.0,0.0
3874,Reds,0.583333177956,0.654945920071,0.669357017637,0.564410115568,0,1,0,0,0,0,0,0,1.0,0.0
3875,Reds,0.598895092621,0.659611252066,0.671646747717,0.515397485274,0,1,0,0,0,0,0,0,1.0,0.0
3876,Greys,0.643743767724,0.639243262296,0.646018143686,0.534542980301,0,1,0,0,0,0,0,0,1.0,0.0
3877,Blues,0.643950118396,0.651259781707,0.651358165771,0.583123887287,0,1,0,0,0,0,0,0,1.0,0.0
3878,Oranges,0.602132559172,0.633239090075,0.658679915648,0.595572875416,0,0,0,0,1,0,0,0,1.0,0.0
3879,Blues,0.610379217918,0.63796825493,0.640309794956,0.595630706182,1,0,0,0,0,0,0,0,1.0,0.0
3880,Yellows,0.594531628412,0.633467244432,0.647332680534,0.51022988459,0,0,0,0,0,0,0,1,1.0,0.0
3881,Yellows,0.590582742727,0.623304068521,0.640898558655,0.522033962348,0,1,0,0,0,0,0,0,1.0,0.0
3882,Oranges,0.66772725926,0.673008412279,0.650988983731,0.579840620346,1,0,0,0,0,0,0,0,1.0,0.0
3883,Oranges,0.607126796379,0.624196555962,0.659523140789,0.522677713827,0,1,0,0,0,0,0,0,1.0,0.0
3884,Blues,0.606556733037,0.634713611112,0.637671160425,0.534158991246,0,0,0,0,1,0,0,0,1.0,0.0
3885,Blues,0.610114692023,0.638586576959,0.63847689881,0.555471250928,0,0,1,0,0,0,0,0,1.0,0.0
3886,Greys,0.648826062475,0.642623294078,0.651142721864,0.513038330844,0,1,0,0,0,0,0,0,1.0,0.0
3887,Yellows,0.602130293058,0.645412764558,0.651113792238,0.604162298552,0,0,0,0,1,0,0,0,1.0,0.0
3888,Yellows,0.615262983066,0.638880628034,0.669244719327,0.569508247366,0,0,0,0,1,0,0,0,1.0,0.0
