,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
4408,Yellows,3.0,566.583497253,77560.5147957,Environment,188.861165751,No,410.674764647,Yes,Male,After_16:00,0.449422967853,0.829959685216,4.01127219433,0.688161635771,5.74595350306,3.05710945046,4572.0,39.0918300953,596.59055442,5299.92875531,68647.2721401,Yes,168653.762318,24.4252032626,712867.278219,68.8245754689,35867.4010946,90.0,Below_30,1.0,881.01107952,18.0,Public_or_other,Public_Sector,606.024208154,0.0,No
9295,Greys,2.0,249.100818228,54501.1063272,Environment,83.033606076,No,656.374074339,No,Male,After_16:00,0.696236195741,0.869600528385,1.47759710671,3.7971483171,7.2692138236,4.5778139215,9714.0,57.6741194818,591.102906182,7745.94655575,72984.9255642,Yes,430826.925464,24.3126079675,700103.766937,29.8268632265,6987.61334406,90.0,30-45,1.0,913.680757908,15.0,Foot_or_bicycle,Industry_or_other,632.10146982,0.0,No
9358,Oranges,9.0,777.28706671,110781.962068,Education,259.095688903,No,427.571614709,Yes,Male,After_16:00,0.121478456073,0.493238743162,6.17343659047,9.660172367,5.35768901696,0.720241237432,6988.0,95.1318848412,600.059290488,5475.83472806,72266.3073969,Yes,182817.485705,24.49610766,721318.69524,10.8788899379,67399.6716972,100.0,45_and_up,2.0,952.220233949,12.0,Public_or_other,Student_or_Unemployed,,0.0,No
631,Oranges,9.0,305.493910719,80203.1911552,Financial,101.831303573,No,787.608410589,No,Male,After_16:00,0.745541370241,0.817826560698,4.86582364421,2.69478112459,1.57200945774,0.996330121998,7102.0,85.5033285217,823.254138431,9522.59238275,93788.9956493,Yes,620327.00843,28.6924055881,1356924.50572,48.2456580969,10481.4456909,60.0,Below_30,2.0,1135.76177423,8.0,Public_or_other,Services_or_Retail,632.144417165,0.0,No
356,Greys,10.0,50.5385304002,10657.2092664,Environment,16.8461768001,No,632.618866163,No,Female,After_16:00,0.582264516037,0.928989724489,6.06493566185,4.16894142982,7.63908311957,7.45147483423,5914.0,36.1093120882,629.071442857,7584.33154734,76534.7606943,Yes,400206.629825,25.0812966742,792776.315153,33.9859855128,310.639849579,90.0,30-45,3.0,965.39410999,10.0,Public_or_other,Hightech,671.935849604,1.0,No
1698,Yellows,8.0,55.1808847691,6752.71290465,Environment,18.3936282564,No,367.122397525,Yes,Female,By_16:00,0.898732627044,0.77285407763,,0.439388682134,4.30974516552,2.9867421533,8204.0,89.1418910353,581.218570354,4833.66111595,68025.4057907,Yes,134778.854764,24.1084750732,676671.820637,41.3868250325,366.71918869,90.0,30-45,1.0,892.131548821,18.0,Public_or_other,Public_Sector,664.645191501,0.0,No
8885,Blues,9.0,506.407849674,65775.956777,Environment,168.802616558,No,389.66195026,Yes,Female,After_16:00,0.220679422608,0.259688500548,4.97251688736,3.8624170376,5.74795513647,4.07579107676,9933.0,10.5026946636,565.995240857,5028.60998432,65797.0927843,Yes,151836.435481,23.7906544857,641704.940355,96.2187071098,28673.1259733,90.0,30-45,3.0,850.388441391,13.0,Motorcycle_or_truck,Services_or_Retail,604.053059188,2.0,No
2903,Yellows,7.0,294.698621967,52710.7012315,Education,98.2328739891,No,536.589219993,No,Male,By_16:00,0.37162678875,0.285562295001,6.81512387237,4.6260019578,3.82398199989,8.51222008001,3208.0,45.944250375,640.142008286,6646.1762165,78805.8179053,Yes,287927.991013,25.3010278109,820913.320352,17.3081620131,9757.93040614,100.0,45_and_up,4.0,1031.36152299,3.0,Public_or_other,Hightech,803.149587065,2.0,No
1990,Pinks,7.0,62.2729668938,16890.3223714,Other,20.7576556313,No,813.691231391,No,Female,After_16:00,0.28917686292,0.433877732605,2.35871647019,6.69084515655,5.50018520793,2.84635762917,6412.0,82.7973896638,100.076986011,8337.06628594,24610.8931519,Yes,662093.420043,10.00384856,20975.0185042,80.7508118218,461.637922938,50.0,45_and_up,2.0,231.698917883,11.0,Motorcycle_or_truck,Student_or_Unemployed,120.521014667,0.0,Yes
8100,Yellows,5.0,970.05301187,182889.164,Healthcare,323.351003957,No,565.60567854,No,Female,By_16:00,0.210932452232,0.597530481173,3.345955431,1.84731234331,2.19840855338,3.70929647936,9477.0,66.5590530029,678.457096096,7012.97097759,82992.4884998,Yes,319909.783597,26.0472089886,922014.13009,66.9532634085,104889.222764,80.0,45_and_up,2.0,1082.40291688,19.0,Car,Services_or_Retail,830.461925086,0.0,No
8330,Yellows,3.0,756.522901306,128513.55957,Environment,252.174300435,No,509.621953341,No,Female,By_16:00,0.715442487039,0.479853441706,6.92808154505,8.37788381148,3.36866545491,5.97079603234,7539.0,64.2790075392,582.544683058,6261.30889953,74860.9302625,Yes,259714.535327,24.1359624432,680088.141055,51.0444275569,63854.0521005,90.0,30-45,5.0,1001.20420163,17.0,Car,Services_or_Retail,851.903583091,0.0,No
7769,Greys,1.0,242.824820283,37325.2889284,Social,80.9416067609,No,461.138472809,Yes,Male,By_16:00,0.45185070252,0.355741015868,7.03022161266,5.628183058,5.4281610786,4.81235037092,5370.0,57.1604129858,592.223312116,5795.83135232,72081.6959467,Yes,212648.691104,24.3356387242,702661.279427,53.6045301007,6642.4853118,70.0,Below_30,3.0,945.733892092,5.0,Motorcycle_or_truck,Public_Sector,733.238127813,0.0,No
7884,Greys,6.0,290.872702074,43384.7046815,Education,96.957567358,No,447.460738379,Yes,Female,By_16:00,0.754284171155,0.386929914588,3.22132445639,7.48071945738,8.27152427286,4.65629215119,4996.0,14.0775493113,579.78080963,5634.16900305,70341.0205815,Yes,200221.112391,24.0786380352,673459.979658,11.2505660625,9507.72743534,100.0,45_and_up,2.0,922.021047259,2.0,Car,Public_Sector,710.944489508,4.0,No
4625,Pinks,3.0,575.422411763,76677.6091086,Other,191.807470588,No,399.763413144,Yes,Male,By_16:00,0.922612085473,0.976730822818,9.06294703484,5.83958768751,9.06528403517,8.11358805047,4661.0,32.8323020833,332.87209156,4663.37831456,50488.3231065,Yes,159810.786488,18.2447825846,222759.273299,7.79153951444,36991.9132439,50.0,30-45,3.0,710.486827159,9.0,Foot_or_bicycle,Industry_or_other,741.851206881,2.0,Yes
638,Blues,5.0,211.615012903,43639.4800544,Financial,70.5383376343,No,618.663290318,No,Female,After_16:00,0.00697752996348,0.395221029874,5.03986787051,0.40710226167,8.23037697934,1.70302918879,8844.0,89.3243290251,664.52118649,7515.67527616,79670.0333334,Yes,382744.266787,25.778308449,884500.741464,12.0042761788,5056.19541384,60.0,Below_30,1.0,1007.56718989,17.0,Foot_or_bicycle,Hightech,,1.0,No
1575,Greys,4.0,155.826905087,31850.3361658,Environment,51.9423016955,No,613.186846291,No,Female,After_16:00,0.72809709725,0.554673174862,3.95696999738,1.65559893474,3.0333435256,4.16425977834,3727.0,78.4995569848,595.074549135,7322.01756118,72741.9714363,Yes,375998.108465,24.3941498957,709490.269735,45.9216614487,2759.94500713,90.0,Below_30,1.0,916.708194472,8.0,Car,Services_or_Retail,639.644831241,0.0,No
9259,Reds,9.0,328.995458065,69942.9469545,Education,109.665152688,No,637.78643662,No,Male,By_16:00,0.806443254696,0.971540036146,1.01080784341,2.52307154471,9.5549402223,5.68703097058,5404.0,76.2344223913,681.017048788,7739.89846378,81694.8332119,Yes,406771.538737,26.0963033548,928928.014867,93.6801177915,12146.1108668,100.0,30-45,2.0,1032.58746336,13.0,Motorcycle_or_truck,Hightech,711.786951578,0.0,No
3666,Browns,1.0,1102.16336707,76966.0371206,Financial,367.387789022,Yes,209.495359999,Yes,Male,After_16:00,0.699289518408,0.849679049803,8.83842355339,2.26952982601,7.0640213904,8.44215894584,5850.0,66.5403303457,8.4724543547,2111.8985087,17170.1033164,No,43888.3058613,2.91074807476,925.272753758,70.5443073763,135351.175312,60.0,45_and_up,4.0,309.680959006,13.0,Foot_or_bicycle,Public_Sector,562.212428174,0.0,No
6920,Whites,4.0,228.55507496,31133.6018969,Foreign_Affairs,76.1850249867,No,408.657763153,Yes,Female,By_16:00,0.170675829053,0.249271894339,5.1459713513,2.67756820191,2.39198685391,0.0569929811172,7879.0,40.5683408724,512.18142824,5110.94048801,69645.4503043,Yes,167001.167385,22.6314256785,526022.799677,13.9982674969,5890.34305721,40.0,45_and_up,2.0,974.084585024,19.0,Car,Industry_or_other,944.511046586,0.0,Yes
8271,Greys,5.0,650.730023224,136083.419912,Environment,216.910007741,No,627.372712438,No,Male,By_16:00,0.71284113708,0.153622165788,6.49259520695,4.12819812074,9.55416027689,0.0928067066707,8999.0,12.7442541067,605.456334559,7484.6397935,74431.6635494,Yes,393596.520312,24.606022323,734458.63277,86.059213127,47276.8614661,90.0,45_and_up,2.0,940.904943504,11.0,Public_or_other,Public_Sector,666.513942315,1.0,No
6191,Yellows,8.0,759.703332057,108253.102546,Financial,253.234444019,No,427.481747064,Yes,Male,After_16:00,0.0647428298835,0.0362054246943,2.10645923857,1.37576439651,0.680472331587,6.54279968236,7390.0,98.4646782046,639.90165513,5554.6207809,73878.475534,Yes,182740.644073,25.2962774955,820056.136198,56.0681800125,64390.9180816,60.0,30-45,1.0,953.85865179,17.0,Foot_or_bicycle,Industry_or_other,670.397974934,2.0,No
671,Yellows,1.0,181.839424601,31517.3619254,Environment,60.6131415337,No,519.975720247,No,Female,After_16:00,0.498710191343,0.529630669393,7.65422815224,9.5053059957,0.589000750333,5.94287852058,3647.0,98.6306610517,595.179468224,6390.11613892,75577.054149,Yes,270374.749646,24.3963002979,,7.89088157471,3744.56606812,90.0,Below_30,2.0,1003.37886401,1.0,Motorcycle_or_truck,Public_Sector,831.439541171,0.0,No
6960,Greys,1.0,457.239680157,66808.6645586,Financial,152.413226719,No,438.33902081,Yes,Female,By_16:00,0.335311962292,0.218516604509,9.08944680123,8.37951139314,9.75781621644,4.23683557194,6369.0,30.7905216934,597.043264237,5577.47673658,71943.0273724,Yes,192141.097165,24.4344687734,714096.953541,4.35885176994,23392.2049057,60.0,30-45,0.0,944.820728582,6.0,Foot_or_bicycle,Student_or_Unemployed,727.295777375,2.0,No
9899,Greens,9.0,191.767308916,40923.0758568,Other,63.9224363055,No,640.198938308,No,Female,By_16:00,0.559080332285,0.749987317948,9.76078366628,9.48034927016,1.01259261835,4.58091753069,6281.0,2.91009838693,325.123323391,7052.23602987,41629.2987038,Yes,409854.680611,18.0311764284,212266.46502,73.1608461356,4160.00029953,50.0,Below_30,2.0,459.588512735,5.0,Public_or_other,Hightech,205.915255705,0.0,Yes
1441,Yellows,8.0,93.973624701,16851.6837091,Social,31.324541567,No,,No,Female,By_16:00,0.635569581296,0.325835088501,3.29717289424,0.722435221542,0.997816973832,0.196308426093,4037.0,10.4279587511,603.693133836,6587.09267872,75926.7274985,Yes,289412.410691,24.5701675582,730242.499709,39.5321303513,1022.55144595,70.0,30-45,2.0,998.985577885,11.0,Motorcycle_or_truck,Industry_or_other,803.729386645,1.0,No
4681,Reds,2.0,522.648368976,107538.816437,Education,174.216122992,No,617.272469336,No,Male,After_16:00,0.122622143012,0.145039369818,3.85455574607,1.45486295922,7.25227486808,0.499205992091,9483.0,95.9443202009,658.772880544,7490.27045445,79485.6632086,Yes,381025.3014,25.6665712658,869298.958349,76.5330063878,30535.4736334,100.0,45_and_up,3.0,1008.75763913,10.0,Motorcycle_or_truck,Public_Sector,708.269599407,1.0,No
7170,Reds,7.0,267.073788155,37230.4744656,Education,89.0245960516,No,418.204362804,Yes,Female,After_16:00,0.480926566524,0.524332311004,5.77042296994,0.0429484108463,2.87703012116,7.6924646995,6726.0,68.5035801493,661.729805633,5505.5032393,79199.9430539,Yes,174894.889068,25.7241094235,877033.575011,42.5918520661,8024.4032982,100.0,Below_30,3.0,1053.72692299,4.0,Public_or_other,Hightech,832.699323288,0.0,No
1699,Greens,5.0,865.404213371,286596.003278,Foreign_Affairs,288.468071124,No,993.510311771,No,Female,After_16:00,0.278132082196,0.633237123024,5.63569263788,8.52815098362,2.50439858995,1.34560756618,5453.0,98.9430757705,948.668356439,11832.4398306,112857.413649,Yes,987062.739596,30.8004603284,1801819.60567,48.8631939981,83512.296129,40.0,30-45,2.0,1389.54972227,6.0,Foot_or_bicycle,Industry_or_other,872.794340597,0.0,Yes
5855,Yellows,10.0,368.475087414,49308.4092139,Healthcare,122.825029138,No,401.45245281,Yes,Female,After_16:00,0.809044534108,0.250699330121,0.533220192883,6.61516826367,1.15027767606,5.64823641907,8676.0,61.0792752123,597.255099332,5209.03472677,68876.8634009,Yes,161164.071867,24.4388031485,714459.271277,66.9724863023,15218.8128119,80.0,30-45,4.0,887.930568519,2.0,Car,Services_or_Retail,620.511467677,1.0,No
769,Yellows,2.0,313.616262973,55436.4829347,Financial,104.538754324,No,530.295996859,No,Female,By_16:00,0.0431141960435,0.59133341047,8.03731043357,1.79570917739,0.913810031489,6.9416508195,9321.0,84.746517567,585.772174565,6474.50431771,75634.7843989,Yes,281213.844284,24.2027307254,687657.419528,62.560782535,11042.88991,60.0,30-45,3.0,1009.74582825,10.0,Public_or_other,Industry_or_other,859.042542918,0.0,No
9064,Yellows,10.0,100.541715366,13275.1370274,Financial,33.5139051221,No,396.108331126,Yes,Male,After_16:00,0.646986962995,0.456350339577,6.72907468397,6.65723359911,3.99605031824,6.77882180084,4522.0,60.9315183945,580.158912802,5121.40113686,67479.9000328,Yes,156901.809987,24.0864881791,674198.025468,37.7070616698,1166.69574166,60.0,Below_30,1.0,873.348319406,7.0,Foot_or_bicycle,Services_or_Retail,623.188929542,1.0,No
4354,Reds,6.0,195.592055839,38236.1219067,Environment,65.1973519463,No,586.467406502,No,Male,After_16:00,0.49523067195,0.848150787642,4.68363034539,3.13739347504,4.94381102035,7.0550580835,3963.0,12.0274107438,628.71695741,7122.10797984,76079.8573139,Yes,343944.018889,25.0742289495,791853.99486,19.3085015519,4325.89205275,90.0,30-45,2.0,968.243193854,8.0,Motorcycle_or_truck,Services_or_Retail,687.502383069,1.0,No
3028,Pinks,8.0,775.494191157,135723.418373,Military,258.498063719,No,525.04617025,No,Male,By_16:00,0.13701276714,0.302693253383,3.1419337471,7.60396998841,7.85874089459,7.59556257399,8886.0,48.2708269265,222.764920443,5695.99154339,44607.5937914,Yes,275673.480894,14.9253114019,100560.01422,34.3813372543,67089.7470102,30.0,30-45,2.0,641.267290243,14.0,Public_or_other,Industry_or_other,776.548489638,1.0,Yes
8696,Yellows,4.0,83.2268807912,12875.3588246,Education,27.7422935971,No,464.105780568,Yes,Male,By_16:00,0.600535816047,0.532570917159,2.98121776199,8.07852789992,2.84531486919,1.76275692414,6781.0,57.0371427573,626.66188655,5894.38157878,73778.3601759,Yes,215394.175556,25.0332156654,786569.372454,91.2085188786,807.377147623,100.0,30-45,1.0,952.919558175,10.0,Foot_or_bicycle,Hightech,685.026564446,0.0,No
7922,Blues,5.0,668.003608086,130248.976916,Social,222.667869362,No,584.947335642,No,Male,By_16:00,0.206437371438,0.916750866221,9.34484935366,9.24173640553,0.877496227622,5.93281031586,5638.0,53.1927513424,610.329732181,7070.13282078,73618.8838163,Yes,342163.385475,24.7048524015,746245.293935,89.672634704,49813.6479156,70.0,Below_30,3.0,930.582808525,19.0,Motorcycle_or_truck,Industry_or_other,645.582631997,0.0,No
9930,Yellows,3.0,517.276910389,63100.8918694,Social,172.425636796,No,365.960033796,Yes,Female,After_16:00,0.896936161676,0.787470958894,7.51589567401,3.50305386586,2.0034324727,6.7318287096,7954.0,68.0071829585,593.563518872,4846.72737571,67419.5063618,Yes,133926.746336,24.3631590495,705607.48383,90.1069700252,29913.0258614,70.0,30-45,1.0,868.91413292,7.0,Motorcycle_or_truck,Industry_or_other,596.22192511,0.0,No
6459,Blues,4.0,286.880871076,42531.6635368,Environment,95.6269570254,No,444.766463974,Yes,Female,After_16:00,0.440950302407,0.421210512985,4.96326624183,4.5528885955,5.78248076141,6.88409276772,6682.0,15.0750826579,,5624.13520114,68236.5699506,Yes,197817.207476,24.2535622271,693088.28859,28.580013779,9250.14186697,90.0,Below_30,2.0,869.90399918,15.0,Public_or_other,Services_or_Retail,592.031200301,3.0,No
3627,Greens,10.0,248.844999522,74638.6626741,Other,82.948333174,No,899.821127418,No,Female,After_16:00,0.236800193321,0.799278525403,7.83409609227,0.673050836194,2.41571008461,0.959365959279,4776.0,40.4569040518,952.09878947,10902.4088531,110426.110585,Yes,809678.061348,30.8560980921,1814718.43305,53.4710348584,6973.37430953,50.0,30-45,2.0,1359.07207242,9.0,Foot_or_bicycle,Public_Sector,824.402098311,2.0,Yes
535,Yellows,10.0,354.659538761,62116.3794672,Financial,118.219846254,No,525.431062852,No,Male,After_16:00,0.924486501142,0.230653136037,9.04928123578,8.66455062758,1.35813111672,1.73788047396,4515.0,27.0874653244,727.762340914,6709.83531035,83689.6812307,Yes,276077.80181,26.9770706511,1060530.4532,68.0137664545,14104.1518945,60.0,45_and_up,3.0,1067.01542809,19.0,Motorcycle_or_truck,Services_or_Retail,718.972429958,0.0,No
9292,Reds,4.0,342.032074362,67311.8911858,Education,114.010691454,,590.39981538,No,Female,After_16:00,0.191126122139,0.394259399502,5.83263447508,0.80452794442,3.82290360052,1.60425210372,4838.0,80.2804075414,680.368029528,7264.73421286,81555.5208233,Yes,348571.942001,26.0838653103,927144.723266,98.1596921803,13122.4484573,100.0,Below_30,2.0,1042.87732984,9.0,Car,Student_or_Unemployed,743.012243463,0.0,No
9564,Reds,6.0,658.255295351,84720.4653241,Education,219.418431784,No,386.11371267,Yes,Male,By_16:00,0.588193133008,0.00292445183732,0.125817782246,1.34476611624,4.881184306,4.65914471773,4027.0,50.8985589491,690.168246927,5241.47362055,81542.3042088,Yes,149083.799111,26.2710534035,953919.875816,99.9685850693,48373.8666382,100.0,Below_30,1.0,1089.43477914,14.0,Motorcycle_or_truck,Student_or_Unemployed,859.343971274,0.0,No
8386,Reds,5.0,741.987482642,150307.010945,Environment,247.329160881,No,607.720538938,No,Female,By_16:00,0.62260497245,0.448728289921,8.26504747383,9.07925293781,6.51172963437,1.77842230769,5488.0,68.7842972577,693.427273089,7464.05993555,81694.7918902,Yes,369324.253447,26.3330072929,962991.328444,87.7604510868,61429.0429829,90.0,Below_30,2.0,1030.27748839,17.0,Foot_or_bicycle,Hightech,690.841777439,0.0,No
9497,Greys,3.0,427.582290923,63149.4826182,Environment,142.527430308,No,443.068976139,Yes,Female,After_16:00,0.471448583994,0.302070678445,4.12856329465,5.12776707765,7.98048964236,7.80369368847,4921.0,29.6706450637,624.519856959,5679.72947531,74362.8102914,Yes,196310.117617,24.9903952942,781236.609367,76.0400702711,20466.5958204,90.0,Below_30,5.0,973.09322845,10.0,Foot_or_bicycle,Public_Sector,733.436919147,0.0,No
8441,Yellows,2.0,382.282481571,58246.1203988,Environment,127.427493857,No,457.09225408,Yes,Male,By_16:00,0.862553709885,0.966656337027,8.65637715207,7.65849168878,8.39827880263,2.09791738773,4930.0,0.532088358887,669.308022416,5909.53858563,79321.9217226,Yes,208933.32874,25.8709880448,897196.450499,17.7919470472,16375.1936846,90.0,45_and_up,5.0,1039.53669797,18.0,Public_or_other,Hightech,782.900504781,1.0,No
6087,Blues,2.0,448.316968957,90500.4270628,Education,149.438989652,No,605.601170573,No,Female,By_16:00,0.782156989444,0.328042180976,1.95491173072,6.77010893123,8.95101909991,2.5932238088,7043.0,24.9618477654,643.558059623,7343.12782498,77426.7805772,Yes,366752.7778,25.3684461413,829629.854073,46.5676140506,22491.450618,100.0,45_and_up,2.0,979.912716535,6.0,Motorcycle_or_truck,Student_or_Unemployed,680.300691634,0.0,No
9344,Oranges,1.0,970.514290947,134566.143748,Financial,323.504763649,No,415.963407248,Yes,Female,After_16:00,0.175182718318,0.0805495185778,6.48488448001,4.8893241887,9.00917943101,6.83671619743,9772.0,67.1671122313,544.750567732,5249.13520794,67633.9681188,Yes,173025.556169,23.3398921962,594670.697009,11.7820185842,104988.836867,60.0,Below_30,0.0,901.057607705,11.0,Motorcycle_or_truck,Public_Sector,738.371512042,0.0,No
3278,Whites,5.0,196.04083384,20865.9553371,Military,65.3469446133,No,319.310343591,Yes,Female,After_16:00,0.380786940921,0.147278133081,0.0564795313403,4.34831755701,1.13097901456,8.89219448902,7206.0,9.62452222593,970.734504326,5134.57244457,104209.486679,Yes,101959.095525,31.1566125297,1885898.63353,62.9643609514,4345.57011491,30.0,Below_30,3.0,1364.77579459,8.0,Car,Services_or_Retail,918.367412679,1.0,Yes
9153,Yellows,9.0,599.565902019,82430.0777477,Education,199.855300673,No,412.448794053,Yes,Female,After_16:00,0.955179833341,0.479994137771,3.23953457642,4.08131020842,3.12613571761,6.98337369831,3593.0,66.5750873741,597.693875487,5319.87569151,69694.0937901,Yes,170114.007716,24.4477785389,715544.7757,77.7797154617,40151.9965077,100.0,30-45,2.0,902.364025,7.0,Car,Student_or_Unemployed,646.389315312,1.0,No
6119,Yellows,6.0,351.114129086,51455.9353295,Financial,117.038043029,No,439.651364616,Yes,Female,After_16:00,0.871387429535,0.149389032042,1.97123181308,1.21021650266,2.06308839377,3.50911214482,8507.0,38.4317220654,565.18123825,5526.87612266,66386.4901281,Yes,193293.322408,23.7735407176,639904.87715,94.8430602904,13824.941559,60.0,Below_30,2.0,850.40907414,14.0,Car,Industry_or_other,595.561646507,0.0,No
6442,Yellows,3.0,714.678700443,120286.825079,Financial,238.226233481,No,504.926864358,No,Male,After_16:00,0.890936715528,0.108631261159,0.385726352688,0.818276021164,1.81921508396,4.86252420349,9125.0,95.6996699562,584.837887062,6218.9444177,72830.5371008,Yes,254951.13835,24.1834217401,685344.754691,42.8254888626,56999.964552,60.0,45_and_up,2.0,956.406555264,18.0,Public_or_other,Public_Sector,759.119540946,1.0,No
8448,Greys,7.0,387.889744386,59343.1281936,Environment,129.296581462,No,458.969042512,Yes,Female,By_16:00,0.610004853457,0.20353156887,6.89931011293,4.62596107274,9.30006767157,1.94616365014,5863.0,74.2103508441,611.680499522,5813.05142416,74044.3959044,Yes,210652.581984,24.73217539,749527.535261,88.6321636848,16856.9025592,90.0,30-45,2.0,972.658967299,19.0,Car,Services_or_Retail,752.499226955,0.0,No
1283,Oranges,2.0,717.083898583,194203.320104,Financial,239.027966194,No,812.471122925,No,Male,After_16:00,0.192499636905,0.324346071342,8.08523728279,7.52589687239,4.02913385071,1.14542991621,6132.0,90.8569203923,845.911189697,9816.53360864,97389.5738465,Yes,660109.325586,29.0845524239,1432645.4602,35.3265699698,57383.3965892,60.0,Below_30,4.0,1188.32086956,15.0,Motorcycle_or_truck,Public_Sector,691.507373087,0.0,No
1096,Blues,2.0,381.683941361,74822.3281327,Financial,127.227980454,No,588.096485269,No,Female,By_16:00,0.581470563775,0.798452626215,3.67225419264,3.19329192163,5.26727119461,1.95755074266,6473.0,65.9566654591,664.097739096,7209.16033088,78436.6239607,Yes,345857.475986,25.7700938899,883315.413437,20.4880525358,16324.1869908,60.0,Below_30,3.0,989.349017702,15.0,Motorcycle_or_truck,Student_or_Unemployed,665.702807978,0.0,No
5487,Yellows,7.0,685.044905118,101619.594571,Social,228.348301706,No,445.020146032,Yes,Female,By_16:00,0.704510269221,0.981582898414,6.55283550266,2.09761443548,0.187309111934,7.47099947417,9830.0,1.13906969782,609.65578793,5669.51303618,70610.1824693,Yes,198042.930375,24.6912087175,744435.917787,59.7431984497,52381.2951938,70.0,Below_30,0.0,903.461287922,1.0,Motorcycle_or_truck,Services_or_Retail,620.538128364,0.0,No
9773,Yellows,2.0,280.95085194,44458.9854371,Environment,93.6502839799,No,474.734123034,Yes,Female,After_16:00,0.229814388556,0.534984295955,1.33630161639,2.13799720164,,2.33585013309,3581.0,91.9619727414,622.571851845,5992.48493404,72111.9587182,Yes,225372.487573,24.9513897778,776295.100347,93.1652242783,8874.0259735,90.0,Below_30,2.0,917.260480681,5.0,Car,Hightech,618.944803434,0.0,No
3175,Oranges,4.0,840.139797554,223337.158883,Social,280.046599185,No,797.499985836,No,Female,By_16:00,0.565314930398,0.206562460633,2.26405654103,2.55652125459,7.53872079542,2.57947963197,4372.0,6.20130768511,882.275985878,9739.55183012,100235.897588,Yes,636006.227409,29.7031309104,1558329.17045,92.8473841865,78716.144314,70.0,30-45,2.0,1223.71836323,10.0,Public_or_other,Hightech,699.839954709,1.0,No
7133,Pinks,7.0,671.006077614,183137.549291,Other,223.668692538,No,818.789376433,No,Male,By_16:00,0.0121466401033,0.557478280738,0.843258451205,2.17791025294,5.89380173013,2.79799127486,3227.0,68.4504392324,669.684087625,9527.26193958,84707.611667,Yes,670416.042959,25.8782551117,898530.755345,71.8572477344,50261.3527142,50.0,30-45,2.0,1058.80038298,4.0,Public_or_other,Industry_or_other,748.411532944,1.0,Yes
3914,Whites,8.0,190.274584509,58623.1494746,Foreign_Affairs,63.4248615031,No,924.29290479,No,Female,After_16:00,0.893256382318,0.877895574318,5.41709772777,6.93084591301,5.96584240207,4.82833516318,3709.0,3.26793815475,,11096.4340309,112625.235854,Yes,854317.373846,30.4426098009,1719664.7433,39.2113068607,4096.13791819,40.0,Below_30,2.0,1421.55125355,3.0,Public_or_other,Student_or_Unemployed,990.089441467,0.0,Yes
5698,Reds,2.0,205.20265667,44339.9363586,Social,68.4008855568,No,648.23629106,No,Female,By_16:00,0.744660426397,0.996630428592,2.43242526194,3.78231090726,2.54914709367,0.22183154244,7818.0,38.3548894897,690.966566946,7864.2960445,82898.1848433,Yes,420210.289048,26.2862429218,956249.605329,79.7636576928,4757.08203051,70.0,30-45,4.0,1047.58142065,7.0,Public_or_other,Services_or_Retail,721.77576259,0.0,No
7558,Whites,2.0,102.440849706,12518.760678,Foreign_Affairs,34.1469499018,No,366.614315892,Yes,Male,After_16:00,0.831452551996,0.544927121839,3.28767585568,0.605162247084,8.33147899248,2.77543120785,3011.0,74.0956659196,555.670066178,4777.48329127,65396.5440407,Yes,134406.056617,23.5726550515,,47.8841144824,1210.1611375,40.0,30-45,3.0,856.557868895,6.0,Foot_or_bicycle,Services_or_Retail,639.586755491,2.0,Yes
8021,Blues,4.0,269.045752281,37590.4502119,Environment,89.6819174269,No,419.153061067,Yes,Female,After_16:00,0.772396223387,0.374527776614,4.36323998729,1.66389086051,1.28541226964,8.58920615632,9615.0,12.4270048924,558.196390066,5307.92339081,65601.2524735,Yes,175689.288602,23.6261801836,624196.43975,74.4643294951,8142.52823079,90.0,Below_30,4.0,844.725518689,3.0,Motorcycle_or_truck,Student_or_Unemployed,600.866923045,1.0,No
219,Oranges,7.0,444.775411517,118584.333501,Education,148.258470506,No,799.848623125,No,Female,By_16:00,0.334733695025,0.751739481231,8.85565173812,6.68046243256,1.01220214739,1.54133972013,8305.0,69.4934225176,838.697011057,9675.88025336,95983.0655746,Yes,639757.819914,28.9602660737,1408299.97864,52.5461881654,22138.8325472,100.0,Below_30,1.0,1167.20082654,10.0,Car,Industry_or_other,664.777308562,0.0,No
