,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
5026,526.098791277,808.502485508,907.532548764,61.8875635164,0,0,0,0,0,1,0,0,1.0,1.0
5027,647.981578741,618.559305483,645.559424255,209.353928965,0,1,0,0,0,0,0,0,1.0,0.0
5028,610.934548349,617.447176578,626.354490225,284.735167227,0,0,0,0,0,0,0,1,1.0,0.0
5029,391.25183582,600.217249756,577.96447426,101.037086715,0,0,1,0,0,0,0,0,1.0,0.0
5030,551.834485716,627.577459272,680.53540964,76.3480644853,1,0,0,0,0,0,0,0,1.0,0.0
5031,633.201078728,331.171347375,634.477681427,369.801859568,0,0,0,0,1,0,0,0,0.0,0.0
5032,453.44337539,567.235333857,604.270230704,23.583613876,0,1,0,0,0,0,0,0,1.0,0.0
5033,449.031697712,601.974612666,739.645045668,88.8238195775,0,0,0,0,0,0,0,1,1.0,0.0
5034,601.084329333,603.891818581,695.572326262,114.517779349,0,1,0,0,0,0,0,0,1.0,0.0
5035,531.263689551,604.138261662,784.779931542,286.237793776,0,0,0,0,1,0,0,0,1.0,0.0
5036,608.327386978,699.612162264,698.149820311,251.012854028,0,1,0,0,0,0,0,0,1.0,0.0
5037,163.599949563,451.379523713,828.987831949,64.1564847092,0,0,0,0,0,1,0,0,1.0,1.0
5038,422.115760769,581.628368979,648.873053947,225.186728361,0,1,0,0,0,0,0,0,1.0,0.0
5039,574.063031067,647.926856891,696.242789931,126.871363628,0,0,0,0,0,0,0,1,1.0,0.0
5040,220.416348295,303.792973968,711.995651251,552.096971232,0,1,0,0,0,0,0,0,0.0,0.0
5041,451.223895533,616.839048776,634.749016473,59.535964969,0,0,1,0,0,0,0,0,1.0,0.0
5042,409.191776913,703.259845944,841.792605538,129.596511733,0,1,0,0,0,0,0,0,1.0,0.0
5043,407.932526142,564.268192874,649.883441508,259.587915886,0,0,0,0,1,0,0,0,1.0,0.0
5044,943.734728561,856.213665164,796.613693936,40.0106027785,0,0,0,0,0,0,1,0,1.0,1.0
5045,353.91209409,697.840535343,852.635528377,308.880329615,0,0,1,0,0,0,0,0,1.0,0.0
5046,413.69506318,581.322666641,748.149195703,65.8224414704,0,0,1,0,0,0,0,0,1.0,0.0
5047,422.409784563,580.732055164,624.127745489,10.9201746033,0,1,0,0,0,0,0,0,1.0,0.0
5048,356.117435166,522.158868526,625.633192028,31.5732406153,1,0,0,0,0,0,0,0,1.0,0.0
5049,437.87550661,593.912520777,625.349334072,5.4120753298,0,0,0,0,1,0,0,0,1.0,0.0
5050,465.548411179,618.465601063,718.904770054,156.345049041,0,0,1,0,0,0,0,0,1.0,0.0
5051,383.797576789,704.653774396,879.381076793,188.322687276,0,0,0,0,0,0,0,1,1.0,0.0
5052,449.424478099,606.832748364,652.99281975,76.5969219882,0,1,0,0,0,0,0,0,1.0,0.0
5053,387.547979815,612.059365212,633.02015029,29.4208083384,0,0,0,0,1,0,0,0,1.0,0.0
5054,408.529675369,566.617095699,615.401422841,74.2280153475,1,0,0,0,0,0,0,0,1.0,0.0
5055,133.970587049,861.228926381,928.967733432,74.3967932152,0,0,0,0,0,1,0,0,1.0,1.0
5056,587.172322968,605.300526203,663.188373275,135.177059149,1,0,0,0,0,0,0,0,1.0,0.0
5057,384.271018951,734.699116403,854.728638856,166.66520647,0,0,1,0,0,0,0,0,1.0,0.0
5058,491.418082481,561.527041311,774.760515556,41.4869304516,0,0,1,0,0,0,0,0,1.0,0.0
5059,423.548866464,565.659765975,638.866577378,195.50906726,0,1,0,0,0,0,0,0,1.0,0.0
5060,432.957080426,497.955345198,672.496400164,219.112647058,0,0,0,0,0,1,0,0,1.0,1.0
5061,581.308698927,596.351308067,631.869426517,61.4106847488,0,0,0,0,1,0,0,0,1.0,0.0
5062,543.110281323,621.380094646,675.825525023,177.31282989,1,0,0,0,0,0,0,0,1.0,0.0
5063,622.265529283,608.407155618,882.087608243,130.633500541,0,0,1,0,0,0,0,0,1.0,0.0
5064,730.994937386,580.57757793,612.972789765,222.564074432,0,0,0,0,0,0,1,0,1.0,1.0
5065,96.996558602,734.920588321,90.4612871818,25.9114507543,0,0,0,0,0,0,1,0,1.0,1.0
5066,348.921850324,473.794562888,558.214151394,144.371567495,0,0,0,1,0,0,0,0,1.0,1.0
5067,351.270872331,738.088476912,848.630053067,124.031953876,0,0,0,0,0,0,0,1,1.0,0.0
5068,814.233377943,517.478035996,950.261539961,144.284678632,0,0,0,0,0,0,1,0,1.0,1.0
5069,709.027665973,869.865792669,827.671667645,388.024839107,0,0,1,0,0,0,0,0,0.0,0.0
5070,432.662787881,599.499467287,706.000404727,128.516104565,0,1,0,0,0,0,0,0,1.0,0.0
5071,435.655515923,591.334519931,746.394416596,258.668382736,0,0,0,0,0,0,0,1,1.0,0.0
5072,375.907856024,699.677585341,806.510990744,57.0497782189,1,0,0,0,0,0,0,0,1.0,0.0
5073,851.605196534,848.575664917,996.807928821,112.30334938,0,0,0,0,0,1,0,0,1.0,1.0
5074,800.211914717,814.547944116,870.208964982,62.8158820697,0,0,0,0,0,0,1,0,1.0,1.0
5075,431.027873554,554.096195046,726.757403898,134.344984934,0,1,0,0,0,0,0,0,1.0,0.0
5076,546.124862045,627.161077094,826.168783657,56.6552494434,0,0,0,0,0,0,0,1,1.0,0.0
5077,517.527358592,682.424181997,748.12726808,297.485326693,0,1,0,0,0,0,0,0,1.0,0.0
5078,574.86301561,522.469012971,525.841679892,443.810266178,0,1,0,0,0,0,0,0,0.0,1.0
5079,641.272673694,629.745834661,667.748886273,22.8343841338,0,0,0,0,0,0,0,1,1.0,0.0
5080,378.40049695,744.755125272,370.091686491,141.198812384,0,0,0,1,0,0,0,0,1.0,1.0
5081,980.045416965,866.83712434,889.700353078,65.0551882494,0,0,0,0,0,0,1,0,1.0,1.0
5082,385.930829748,726.141955106,849.100489784,215.045244783,0,0,0,0,0,0,0,1,1.0,0.0
5083,396.228125036,587.49265436,708.921171532,19.0683624238,0,0,0,0,1,0,0,0,1.0,0.0
5084,509.653078858,922.527895363,799.338388687,191.715400071,0,0,0,1,0,0,0,0,1.0,1.0
5085,622.265690121,545.91047446,812.074571517,407.836334745,0,0,0,0,1,0,0,0,0.0,1.0
5086,390.617739875,781.32698187,881.260588492,108.686242145,0,0,0,1,0,0,0,0,1.0,1.0
5087,464.431041041,582.776199904,652.621521149,236.679837005,0,0,0,0,0,0,0,1,1.0,0.0
5088,505.297463054,656.180374529,842.359751645,101.432183763,1,0,0,0,0,0,0,0,1.0,0.0
5089,604.785930356,660.57703381,678.646128523,38.8297965332,0,0,1,0,0,0,0,0,1.0,0.0
5090,424.904110537,585.379038023,588.492433824,33.3404985738,0,1,0,0,0,0,0,0,1.0,0.0
5091,390.864745273,606.718636991,640.035691162,110.59096839,1,0,0,0,0,0,0,0,1.0,0.0
5092,820.685681759,765.431028791,827.154273143,65.1847869653,0,0,0,0,0,0,1,0,1.0,1.0
5093,364.847356432,256.463692769,75.2286125608,434.409271216,0,0,0,0,0,0,0,1,0.0,0.0
5094,996.815261433,995.655814884,999.926116025,208.063817281,0,0,0,0,0,1,0,0,1.0,1.0
5095,452.799400355,632.072160666,677.655492497,163.915366273,0,1,0,0,0,0,0,0,1.0,0.0
5096,246.932488872,118.500108365,631.583842009,118.327059497,0,0,0,0,0,0,1,0,1.0,1.0
5097,633.656981099,654.392382682,698.122793016,207.223439188,1,0,0,0,0,0,0,0,1.0,0.0
5098,435.134126358,565.805939493,605.127007806,179.246562646,1,0,0,0,0,0,0,0,1.0,0.0
5099,432.606293293,588.663826153,590.043081814,22.4136214233,0,0,0,0,1,0,0,0,1.0,0.0
5100,378.005993469,726.52100106,856.611872353,99.2831447393,0,0,1,0,0,0,0,0,1.0,0.0
5101,429.234520904,577.373942216,654.285696418,28.5613985215,0,0,0,0,0,0,0,1,1.0,0.0
5102,414.034975191,574.511780199,583.564909841,14.7912513223,0,0,1,0,0,0,0,0,1.0,0.0
5103,417.071871005,691.645541592,862.209177531,21.3199501803,0,1,0,0,0,0,0,0,1.0,0.0
5104,421.573618578,552.307927751,595.706285464,130.866670599,0,0,1,0,0,0,0,0,1.0,0.0
5105,580.557987824,613.953436956,643.579847871,49.2659916151,0,0,0,0,1,0,0,0,1.0,0.0
5106,360.698061384,573.249391348,648.829064425,119.540774723,0,0,1,0,0,0,0,0,1.0,0.0
5107,583.440275811,708.00813655,713.948420269,62.2525175093,0,0,1,0,0,0,0,0,1.0,0.0
5108,848.289508372,856.212920849,858.193429448,39.0312217989,0,0,0,0,0,1,0,0,1.0,1.0
5109,600.613412792,673.712921335,670.167890371,153.656264932,1,0,0,0,0,0,0,0,1.0,0.0
5110,605.507668921,695.002223316,655.979810587,247.209317769,0,0,1,0,0,0,0,0,1.0,0.0
5111,213.468057851,548.445834404,581.506924001,17.1541744792,0,1,0,0,0,0,0,0,0.0,1.0
5112,591.159984512,665.340404809,674.316371781,198.774992582,1,0,0,0,0,0,0,0,1.0,0.0
5113,310.619014057,566.141152893,570.718786001,7.9622598301,0,0,1,0,0,0,0,0,1.0,0.0
5114,295.106304657,643.138360327,488.353128262,383.664770013,0,0,0,0,0,0,0,1,0.0,0.0
5115,790.735799302,810.177549706,679.344113683,137.196864461,0,0,0,0,0,0,1,0,1.0,1.0
5116,502.487607533,743.431988812,983.931746263,75.7756833411,0,0,0,1,0,0,0,0,1.0,1.0
5117,525.454212719,621.524827836,733.518761687,77.9703663441,0,0,1,0,0,0,0,0,1.0,0.0
5118,414.792033826,573.253009239,608.278236541,116.734380865,0,0,0,0,1,0,0,0,1.0,0.0
5119,382.95075999,642.291889074,659.617497992,218.43933091,0,0,0,0,0,0,0,1,1.0,0.0
5120,421.823721648,716.193081284,871.643440698,54.7815647152,0,0,1,0,0,0,0,0,1.0,0.0
5121,413.836358967,594.16149379,601.800642284,107.57157976,1,0,0,0,0,0,0,0,1.0,0.0
5122,334.788532519,637.073606379,630.74726261,52.2094311171,1,0,0,0,0,0,0,0,1.0,0.0
5123,605.112827374,648.053441078,774.748732911,28.5818463343,1,0,0,0,0,0,0,0,1.0,0.0
5124,373.87429294,534.318650143,813.492282883,491.027227511,1,0,0,0,0,0,0,0,0.0,1.0
5125,374.569138788,569.364170121,595.135142991,95.3930966197,0,0,1,0,0,0,0,0,1.0,0.0
5126,439.759761256,618.566502635,625.857461825,35.8644288317,0,0,1,0,0,0,0,0,1.0,0.0
5127,957.528319428,616.156169568,363.765501883,138.418178023,0,0,0,0,0,0,1,0,1.0,1.0
5128,350.563621369,550.625627692,661.557118784,49.9566094772,0,1,0,0,0,0,0,0,1.0,0.0
5129,502.852933307,599.469421625,694.2221876,47.8435921532,1,0,0,0,0,0,0,0,1.0,0.0
5130,345.831879596,578.988566591,609.390435589,31.6042735291,0,0,1,0,0,0,0,0,1.0,0.0
5131,493.4886972,263.900133083,887.043579888,56.6520256642,0,0,0,0,0,1,0,0,1.0,1.0
5132,429.660172869,577.26547261,597.964032283,74.9583251043,0,0,0,0,0,0,0,1,1.0,0.0
5133,797.830774808,856.791873847,691.322335858,212.268891806,0,0,0,0,0,0,0,1,1.0,0.0
5134,653.838997589,694.736997516,601.362996489,456.259395969,0,0,0,0,0,0,0,1,0.0,1.0
5135,441.988260662,602.601033798,641.316642535,249.713783562,0,1,0,0,0,0,0,0,1.0,0.0
5136,805.655284145,710.772488732,744.043849464,85.8150957539,0,0,0,0,0,0,1,0,1.0,1.0
5137,443.030220798,580.754154011,722.845724628,49.7487541897,0,0,0,0,1,0,0,0,1.0,0.0
5138,558.970700927,547.864287626,574.622012867,143.35993226,0,0,0,0,0,0,1,0,1.0,1.0
5139,351.700614866,676.611872098,798.945382029,171.907105492,0,0,0,0,0,0,0,1,1.0,0.0
5140,982.577568057,847.918049631,580.635822145,178.807053327,0,0,0,1,0,0,0,0,1.0,1.0
5141,550.531389217,657.132103222,889.047770876,158.86391974,0,0,0,0,0,0,0,1,1.0,0.0
5142,305.485582078,718.092283599,843.232199327,358.828447153,0,1,0,0,0,0,0,0,0.0,1.0
5143,434.624891267,540.872006277,768.849407932,120.926532907,0,1,0,0,0,0,0,0,1.0,0.0
5144,934.624201152,958.528347161,985.334648125,111.367580043,0,0,0,1,0,0,0,0,1.0,1.0
5145,395.710476752,55.0684523769,387.351640796,210.640222389,0,0,0,0,0,1,0,0,1.0,1.0
5146,415.775161037,719.570612326,858.056082561,27.5613825159,0,0,0,0,1,0,0,0,1.0,0.0
5147,404.624341979,597.513534312,623.677715144,261.41601238,0,0,0,0,1,0,0,0,1.0,0.0
5148,862.258752022,890.641297367,788.050050847,47.1842759512,0,0,0,0,0,0,1,0,1.0,1.0
5149,607.591685461,551.27903239,585.58643637,11.4904279722,1,0,0,0,0,0,0,0,0.0,1.0
5150,962.638108779,949.689714005,971.195231455,171.185835501,0,0,0,0,0,0,1,0,1.0,1.0
5151,299.549872549,708.390577906,838.337590134,328.346272113,0,0,1,0,0,0,0,0,0.0,1.0
5152,393.353453626,596.433633376,628.110003153,63.1276429828,0,0,1,0,0,0,0,0,1.0,0.0
5153,576.198492299,640.450634934,699.518452098,102.450729971,0,0,0,0,1,0,0,0,1.0,0.0
5154,335.697244218,596.602063393,116.656230958,390.601575012,0,0,0,0,1,0,0,0,0.0,0.0
5155,387.178778776,678.152504071,833.913947156,193.017545593,0,0,0,0,1,0,0,0,1.0,0.0
5156,636.319950139,698.898613205,694.285839091,42.5720752909,0,0,0,0,0,0,0,1,1.0,0.0
5157,852.222476161,694.320007926,989.733402325,136.651137449,0,0,0,0,0,1,0,0,1.0,1.0
5158,412.77837857,576.9075564,747.286939514,96.707862365,0,0,1,0,0,0,0,0,1.0,0.0
5159,429.404800566,586.334694527,769.279382858,188.871578055,0,0,0,0,0,0,0,1,1.0,0.0
5160,378.701063889,716.337587527,869.115566311,130.348617394,0,0,0,0,0,0,0,1,1.0,0.0
5161,504.776153308,653.53543602,626.041359644,172.001053628,1,0,0,0,0,0,0,0,1.0,0.0
5162,624.615313299,657.218013508,718.863143233,72.5172793976,1,0,0,0,0,0,0,0,1.0,0.0
5163,456.275330925,575.418480041,757.188356054,10.9648963199,0,1,0,0,0,0,0,0,1.0,0.0
5164,257.4608528,596.664523009,480.451885768,670.041153016,0,0,0,0,0,0,0,1,0.0,0.0
5165,607.745901175,869.735418511,408.058247529,207.118405435,0,0,0,1,0,0,0,0,1.0,1.0
5166,620.722814198,577.732848751,634.379244009,169.420770088,0,0,0,0,1,0,0,0,1.0,0.0
5167,359.521276918,712.819839975,859.988095269,126.546031412,0,0,0,0,1,0,0,0,1.0,0.0
5168,381.932674977,725.094365185,860.504345016,54.5622276264,0,0,0,0,0,0,0,1,1.0,0.0
5169,151.232672814,84.8334194161,540.010228281,167.090170724,0,0,0,0,0,0,1,0,1.0,1.0
5170,498.914582701,597.208406153,742.665526688,145.559106521,0,1,0,0,0,0,0,0,1.0,0.0
5171,810.393525134,840.161007193,704.635939215,140.413771356,1,0,0,0,0,0,0,0,1.0,0.0
5172,360.013710335,554.446746445,558.497879026,172.503610901,0,0,0,0,0,0,0,1,1.0,0.0
5173,426.477129134,581.191024054,657.256752377,293.123345835,0,0,0,0,0,0,0,1,1.0,0.0
5174,448.208331656,586.177094259,724.694815421,100.50296167,0,0,0,0,0,0,0,1,1.0,0.0
5175,382.26047575,651.064946384,805.160190984,174.479568943,1,0,0,0,0,0,0,0,1.0,0.0
5176,467.776929565,616.077081783,663.367831864,78.9442700434,0,1,0,0,0,0,0,0,1.0,0.0
5177,731.537250541,366.382269356,588.095291417,346.367811308,1,0,0,0,0,0,0,0,0.0,0.0
5178,385.24762095,670.232794389,826.737834207,271.952340342,0,0,0,0,0,0,0,1,1.0,0.0
5179,460.439508995,583.920080861,735.651391339,147.08012819,0,0,1,0,0,0,0,0,1.0,0.0
5180,362.829228841,571.06006729,606.776742427,331.366504087,0,0,1,0,0,0,0,0,1.0,0.0
5181,585.15389477,593.853707192,649.074780728,168.396109494,0,0,0,0,1,0,0,0,1.0,0.0
5182,308.086048579,221.381792333,881.042162215,284.637384457,0,0,0,0,0,0,1,0,1.0,1.0
5183,345.300825972,556.280793142,593.640252275,29.8602118773,0,1,0,0,0,0,0,0,1.0,0.0
5184,465.764456869,390.167740911,570.550274151,134.537390169,0,0,0,0,0,0,1,0,1.0,1.0
5185,379.159772436,540.397943746,598.045183293,85.592673033,1,0,0,0,0,0,0,0,1.0,0.0
5186,411.172309356,551.466041208,585.177773306,148.712870402,0,0,1,0,0,0,0,0,1.0,0.0
5187,441.191226067,565.544315698,597.029311855,46.1948646724,0,0,0,0,0,0,0,1,1.0,0.0
5188,899.408382745,612.524807307,483.757701702,108.362779097,0,0,0,1,0,0,0,0,1.0,1.0
5189,917.587597389,991.686394791,945.318467093,113.895938206,0,0,0,1,0,0,0,0,1.0,1.0
5190,397.801089678,696.214445603,841.433915851,46.7782592216,0,0,0,0,0,0,0,1,1.0,0.0
5191,634.080750322,672.962386612,708.4356916,85.7681659963,0,0,0,0,1,0,0,0,1.0,0.0
5192,340.353333552,719.867006852,827.657636029,139.590863859,0,0,0,0,0,0,0,1,1.0,0.0
5193,551.396568291,599.423209423,669.572556336,142.347335239,0,1,0,0,0,0,0,0,1.0,0.0
5194,359.652654023,574.126500807,627.08208898,137.666917084,0,0,1,0,0,0,0,0,1.0,0.0
5195,430.260698556,543.006063161,700.441502677,95.8114215317,0,0,1,0,0,0,0,0,1.0,0.0
5196,441.27582475,590.087273754,746.132903844,83.1353756663,0,0,0,0,0,0,0,1,1.0,0.0
5197,379.709902273,145.083407408,133.251928026,13.7027500647,0,0,0,1,0,0,0,0,1.0,1.0
5198,360.379548986,832.546790848,373.853150014,458.533749568,0,1,0,0,0,0,0,0,0.0,0.0
5199,186.461826574,63.7274498586,819.186479956,73.5022998142,0,0,0,0,0,0,1,0,1.0,1.0
5200,415.542541753,656.335767005,681.162132217,15.7846919929,0,0,0,0,1,0,0,0,1.0,0.0
5201,412.97108567,572.396439227,593.280843205,69.5966668815,0,0,1,0,0,0,0,0,1.0,0.0
5202,927.665281473,832.485173482,611.040335149,131.284645569,0,0,0,1,0,0,0,0,1.0,1.0
5203,382.900918017,691.521524085,826.254976675,234.730502828,0,1,0,0,0,0,0,0,1.0,0.0
5204,470.726555299,643.630033381,793.302021585,92.5065514514,0,0,0,0,0,0,0,1,1.0,0.0
5205,361.007176859,725.619149932,497.947903785,-134.098531423,0,0,1,0,0,0,0,0,0.0,1.0
5206,616.981303044,639.040656952,699.017829219,176.860072926,0,0,0,0,1,0,0,0,1.0,0.0
5207,613.800080887,627.426316092,680.432674393,107.047212992,1,0,0,0,0,0,0,0,1.0,0.0
5208,987.378445656,529.234726182,323.354696622,49.3490791941,0,0,0,1,0,0,0,0,1.0,1.0
5209,404.67017512,656.882636146,627.158915003,134.490454646,1,0,0,0,0,0,0,0,1.0,0.0
5210,46.9624886755,257.904592803,780.392586731,152.525120746,0,0,0,1,0,0,0,0,1.0,1.0
5211,469.006752593,639.53435555,696.599300952,81.0616001364,1,0,0,0,0,0,0,0,1.0,0.0
5212,621.027737616,604.902079065,629.127597967,289.943982434,0,0,0,0,0,0,0,1,1.0,0.0
5213,552.067792753,620.47346537,718.085928389,122.189347423,0,0,0,0,0,0,0,1,1.0,0.0
5214,464.683641536,629.485358376,771.617046321,60.1467840879,1,0,0,0,0,0,0,0,1.0,0.0
5215,475.197604868,651.985690637,766.8531979,190.250289718,1,0,0,0,0,0,0,0,1.0,0.0
5216,487.25576161,578.870693977,714.278126759,164.589650153,1,0,0,0,0,0,0,0,1.0,0.0
5217,596.583007494,663.489586269,615.002739763,76.2717022417,0,0,1,0,0,0,0,0,1.0,0.0
5218,412.745452143,525.182233387,694.933215928,31.776640115,0,0,0,0,0,0,0,1,1.0,0.0
5219,589.473028172,390.78379143,676.774672415,53.2906494834,0,0,0,0,0,0,1,0,1.0,1.0
5220,581.266695663,634.818767805,650.004462362,289.320734108,0,0,0,0,0,0,0,1,1.0,0.0
5221,335.863793978,587.441461476,564.290972466,274.910392122,0,1,0,0,0,0,0,0,1.0,0.0
5222,571.637036496,474.344979739,693.435983124,279.450844674,0,0,0,0,0,1,0,0,1.0,1.0
5223,474.873111113,593.754663166,693.896269901,26.1761793454,0,0,0,0,0,0,0,1,1.0,0.0
5224,366.51924327,700.067990335,831.711706499,127.740850466,0,1,0,0,0,0,0,0,1.0,0.0
5225,418.157447207,564.070515407,582.717237227,110.51339396,0,1,0,0,0,0,0,0,1.0,0.0
5226,574.891779705,673.000851713,668.124812818,155.999960292,1,0,0,0,0,0,0,0,1.0,0.0
5227,519.518866101,675.483285445,772.386299182,173.830355784,0,0,1,0,0,0,0,0,1.0,0.0
5228,401.589921266,587.324991726,631.409592305,230.97525902,0,0,1,0,0,0,0,0,1.0,0.0
5229,748.695925017,851.244324357,516.989875881,613.179169908,1,0,0,0,0,0,0,0,0.0,0.0
5230,412.64133798,576.11944123,737.837526052,250.645013144,0,1,0,0,0,0,0,0,1.0,0.0
5231,586.57373795,685.2052442,722.562385952,163.663088299,0,0,0,0,0,0,0,1,1.0,0.0
5232,606.369218354,671.209418982,717.987894452,214.087562841,0,0,0,0,0,0,0,1,1.0,0.0
5233,432.763148737,577.179616605,705.882317429,271.164390666,0,0,0,0,1,0,0,0,1.0,0.0
5234,627.030918989,699.841579269,683.127579773,207.667982958,1,0,0,0,0,0,0,0,1.0,0.0
5235,871.696167701,596.631593537,645.950001122,239.348107327,0,0,0,0,0,0,1,0,1.0,1.0
5236,421.579376136,605.460773722,628.263480982,39.6545963828,0,1,0,0,0,0,0,0,1.0,0.0
5237,434.218820724,590.995982491,614.282254413,218.574730027,1,0,0,0,0,0,0,0,1.0,0.0
5238,502.800675791,657.004484676,802.281216044,33.1712285418,0,0,0,0,1,0,0,0,1.0,0.0
5239,803.022399476,603.805483041,853.887462366,444.519564739,0,0,0,0,0,0,0,1,0.0,0.0
5240,323.049870359,419.432290965,822.411069958,562.87554941,0,0,1,0,0,0,0,0,0.0,0.0
5241,382.325284014,695.065985047,826.574199837,65.4251954939,0,0,0,0,0,0,0,1,1.0,0.0
5242,610.800124997,658.807911306,706.658471136,126.416134454,0,1,0,0,0,0,0,0,1.0,0.0
5243,617.643636732,664.090399913,719.276026808,140.974639699,1,0,0,0,0,0,0,0,1.0,0.0
5244,460.911531338,591.271237462,607.251637844,200.566926582,1,0,0,0,0,0,0,0,1.0,0.0
5245,404.693455725,444.979416627,23.4258487038,520.362460145,0,0,0,0,0,0,0,1,0.0,0.0
5246,425.990317551,587.087767254,610.372543062,131.116718916,0,0,0,0,1,0,0,0,1.0,0.0
5247,256.682261459,269.579883321,258.344843024,369.612433239,0,1,0,0,0,0,0,0,0.0,0.0
5248,497.460694378,613.894246828,736.255262048,222.712579683,0,0,0,0,0,0,0,1,1.0,0.0
5249,427.82465032,642.014528991,636.929995638,151.663520687,0,0,1,0,0,0,0,0,1.0,0.0
5250,857.546840329,863.47633598,946.454391327,131.540236335,0,0,0,0,0,1,0,0,1.0,1.0
5251,589.019746609,666.775709486,668.643990395,132.228193416,0,0,0,0,1,0,0,0,1.0,0.0
5252,575.13303477,674.658248594,702.667628832,184.056361089,1,0,0,0,0,0,0,0,1.0,0.0
5253,439.222740783,514.411956259,397.912986433,675.013159106,0,0,0,0,1,0,0,0,0.0,0.0
5254,906.572735531,899.927070364,929.924197211,335.140680038,0,0,0,0,0,1,0,0,1.0,1.0
5255,737.922940731,565.123394845,801.543248508,422.784473914,0,0,0,0,0,0,0,1,0.0,1.0
5256,615.509724038,697.092530483,723.019567929,266.072029229,0,0,1,0,0,0,0,0,1.0,0.0
5257,988.375504448,976.044028997,978.774544451,77.3976344658,0,0,0,0,0,1,0,0,1.0,1.0
5258,321.553368039,515.569141926,590.966987205,306.827303338,0,0,1,0,0,0,0,0,1.0,0.0
5259,686.036164196,510.267664446,987.846845123,188.352261776,0,0,0,0,0,0,1,0,1.0,1.0
5260,422.565632578,587.120402294,638.218516556,249.130865005,0,1,0,0,0,0,0,0,1.0,0.0
5261,404.585263345,561.219913185,614.530155625,15.4746893641,0,0,0,0,1,0,0,0,1.0,0.0
5262,366.994507384,600.886447507,529.11232493,117.619381387,0,1,0,0,0,0,0,0,1.0,0.0
5263,602.386239166,673.132946299,715.854843545,43.0787094583,0,1,0,0,0,0,0,0,1.0,0.0
5264,577.626268147,734.627025079,772.046796488,174.611624825,0,0,0,1,0,0,0,0,1.0,1.0
5265,234.754428035,758.678404134,924.838099734,275.233532667,0,0,0,1,0,0,0,0,1.0,1.0
5266,521.689389461,293.556332588,796.198653721,81.8361397433,0,0,0,0,0,0,1,0,1.0,1.0
5267,386.150899446,562.406275532,790.350118769,60.8853962536,0,0,1,0,0,0,0,0,1.0,0.0
5268,746.796823362,691.459736088,806.585869635,35.9148127535,0,0,0,0,0,0,1,0,1.0,1.0
5269,448.023052492,600.325206785,640.952407998,113.107791273,0,1,0,0,0,0,0,0,1.0,0.0
5270,320.472378982,758.158375286,890.172177447,212.791818569,0,0,0,0,0,1,0,0,1.0,1.0
5271,426.811947727,681.025851193,72.1486165446,519.818219451,1,0,0,0,0,0,0,0,0.0,0.0
5272,448.826461192,583.680595779,726.530909276,20.0526497012,0,1,0,0,0,0,0,0,1.0,0.0
5273,303.885606748,803.897714469,219.436531038,476.960939219,0,1,0,0,0,0,0,0,0.0,0.0
5274,261.646912576,234.987298492,600.486406984,136.90402509,0,0,0,0,0,1,0,0,1.0,1.0
5275,544.413968381,674.740553103,819.14749855,109.674340976,0,0,1,0,0,0,0,0,1.0,0.0
5276,570.092535903,643.971018164,735.063950024,270.629533797,0,1,0,0,0,0,0,0,1.0,0.0
5277,467.097455701,633.421737312,738.250315821,46.6045026411,0,0,0,0,0,0,0,1,1.0,0.0
5278,611.419761179,660.876389588,711.544747577,146.612887199,0,0,1,0,0,0,0,0,1.0,0.0
5279,487.404479322,629.511340011,766.739455648,33.4699942742,0,1,0,0,0,0,0,0,1.0,0.0
5280,457.763220573,613.600607691,724.054514145,48.8901977286,1,0,0,0,0,0,0,0,1.0,0.0
5281,882.369817777,464.009647025,752.315895828,18.1387049995,0,0,0,0,0,1,0,0,1.0,1.0
5282,460.239190545,611.332265323,714.162352182,55.3725661809,1,0,0,0,0,0,0,0,1.0,0.0
5283,378.565730402,726.560710901,871.362986699,56.8666456273,0,1,0,0,0,0,0,0,1.0,0.0
5284,563.170278747,684.134671841,778.562325829,144.07069921,0,0,1,0,0,0,0,0,1.0,0.0
5285,589.718321241,664.062413511,684.558993752,169.184672948,0,0,0,0,0,0,0,1,1.0,0.0
5286,366.478608354,624.657367269,639.603859178,309.628419557,0,1,0,0,0,0,0,0,1.0,0.0
5287,393.351383956,716.077086592,865.957296897,10.2332449124,0,1,0,0,0,0,0,0,1.0,0.0
5288,391.851895271,563.666257491,622.055030233,286.539353092,0,0,1,0,0,0,0,0,1.0,0.0
5289,382.066287983,613.374683069,673.068697124,287.725148082,0,0,1,0,0,0,0,0,1.0,0.0
5290,477.174047846,959.053608893,658.684065538,51.6243848853,0,0,0,0,0,1,0,0,1.0,1.0
5291,459.536409888,576.192512656,681.614617117,20.807442881,0,0,0,0,1,0,0,0,1.0,0.0
5292,406.390319835,576.014047827,711.284618095,79.4768408838,0,1,0,0,0,0,0,0,1.0,0.0
5293,815.426043804,382.089124294,703.736688792,376.939819419,1,0,0,0,0,0,0,0,0.0,0.0
